0, !, 185.1.68.3, AS60917, , DE-CIX Madrid, ES, Madrid
15160, !, 80.249.212.229, AS200794, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
15161, !, 80.81.193.183, AS3303, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
15162, !, 194.116.96.90, AS2906, TOP-ix, Consorzio Top-IX, IT, Turin//Torino
15163, !, 80.249.209.59, AS12759, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
15164, !, 91.213.211.76, AS61195, Peering.cz, Peering.cz eXchange, CZ//Republic Czech, Bratislava Prague
15165, !, 206.81.80.241, AS4258, SIX, Seattle Internet Exchange, US, Seattle
15166, !, 195.66.227.36, AS203568, LINX, London Internet Exchange, GB//Kingdom United, London
15167, !, 213.162.194.41, AS2606, NIXVAL-ix, Neutral Internet Exchange Valencia, ES, Valencia
15168, !, 185.1.15.22, AS54113, SH-IX, SMARTHUB Internet Exchange, AE, Fujairah UAE
15169, ?, 218.100.27.171, AS17671, Open IXP, OpenIXP Internet exchange Point, OpenIXP / NiCE, National Inter Connection Exchange, ID, Indonesia//Jakarta
15170, !, 202.7.0.176, AS38477, WIX, Wellington Internet Exchange, NZ//Zealand New, Wellington
15171, !, 206.223.127.23, AS5071, PIX, Peer 1 Internet Exchange, US, York New
15172, !, 217.29.66.94, AS41095, MIX, Milan Internet eXchange, IT, Milan
15173, !, 194.68.123.195, AS31500, Netnod, Netnod Internet Exchange i Sverige AB, SE, Stockholm
15174, !, 195.66.237.111, AS5580, LINX, London Internet Exchange, GB//Kingdom United, London
15175, !, 91.210.16.175, AS36236, NIX.CZ, NIX.CZ - Neutral Internet eXchange for the Czech Republic, CZ//Republic Czech, Prague
15176, !, 192.38.7.56, AS25605, DIX, Danish Internet Exchange, DK, Copenhagen
15177, !, 206.130.10.75, AS61438, DE-CIX New York, DE-CIX the New York / New Jersey Internet Exchange, US, Jersey York New
15178, !, 195.66.226.207, AS57262, LINX, London Internet Exchange, GB//Kingdom United, London
15179, !, 187.16.220.227, AS52638, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
15180, !, 206.72.210.181, AS27822, Any2, CoreSite - Any2 California, US, Valley Angeles and Silicon Los
15181, !, 106.48.37.251, AS63541, , CHN-IX Guangzhou, CN, Guangzhou
15182, !, 206.108.34.143, AS22995, TORIX, Toronto Internet Exchange, CA, Toronto
15183, !, 193.201.28.3, AS12835, NaMeX, Nautilus Mediterranean Exchange Point, IT, Rome
15184, !, 80.249.209.96, AS31595, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
15185, !, 206.126.237.102, AS32479, Equinix Ashburn, Equinix Ashburn Exchange, US, Ashburn
15186, !, 195.66.224.90, AS42353, LINX, London Internet Exchange, GB//Kingdom United, London
15187, !, 187.16.221.44, AS52625, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
15188, !, 206.130.10.77, AS13414, DE-CIX New York, DE-CIX the New York / New Jersey Internet Exchange, US, Jersey York New
15189, !, 206.41.108.19, AS35788, FL-IX, FL-IX - The South Florida Internet Exchange, US, Miami
15190, !, 194.254.208.133, AS21351, , MARTINIX, MQ, France Fort de
15191, !, 206.223.119.138, AS32244, Equinix Chicago IBX, Equinix Chicago IBX, US, Chicago
15192, !, 206.223.119.134, AS32709, Equinix Chicago IBX, Equinix Chicago IBX, US, Chicago
15193, !, 218.100.44.195, AS9930, MyIX, Malaysia Internet Exchange, MY, Lumpur Kuala
15194, ?, 200.219.140.82, AS52752, PRIX, Ponto de Troca de Tráfego do Paraná, PTT Curitiba, IX.br Curitiba, BR, PR Curitiba//Paraná
15195, !, 196.223.5.50, AS37100, TIX, Tanzania Internet Exchange, TZ, Salaam Dar es
15196, !, 45.127.172.70, AS45671, Equinix Sydney, Equinix Sydney Exchange, AU, Sydney
15197, !, 194.9.117.48, AS50472, ECIX-BER, European Commercial Internet Exchange Berlin, DE, Berlin
15198, !, 196.223.40.17, AS36924, Benin IX, Benin IX, BJ, Cotonou
15199, !, 103.246.232.151, AS7522, JPIX OSAKA, Japan Internet Exchange Osaka, JP, Osaka
15200, !, 91.198.176.46, AS13243, FIXO, Free Internet eXchange Oslo, NO, Oslo
15201, !, 195.191.171.85, AS197747, EPIX.Katowice, Stowarzyszenie na Rzecz Rozwoju Spoleczenstwa Informacyjnego e-Poludnie, PL, Katowice Silesia
15202, !, 195.66.224.40, AS38040, LINX, London Internet Exchange, GB//Kingdom United, London
15203, !, 192.121.80.171, AS30880, STHIX, Stockholm Internet eXchange, SE, Stockholm
15204, !, 206.223.123.134, AS41095, Equinix Los Angeles, Equinix Los Angeles IBX, US, Angeles Los
15205, !, 198.32.160.169, AS63949, NYIIX, New York International Internet Exchange, US, York New
15206, !, 210.171.224.143, AS17451, JPIX, Japan Internet Exchange, JP, Tokyo
15207, !, 195.66.244.5, AS9009, IXManchester, IXManchester powered by LINX, GB//Kingdom United, Manchester
15208, !, 80.81.194.27, AS15960, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
15209, ?, 187.16.218.69, AS262721, PTT Sao Paulo, IX.br São Paulo, PTTMetro São Paulo, Ponto de Troca de Tráfego Metro São Paulo, BR, São Paulo
15210, !, 80.81.194.162, AS12678, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
15211, !, 103.16.102.37, AS10310, SGIX, Singapore Internet Exchange, SG, Singapore
15212, !, 200.219.143.132, AS263893, PTT Porto Alegre, , BR, Alegre Porto
15213, !, 193.108.98.181, AS49627, NDIX, Nederlands-Duitse Internet Exchange, NL, Enschede
15214, !, 193.110.226.52, AS29154, FICIX1, FICIX Espoo / FICIX1, FI, Espoo
15215, !, 206.108.34.173, AS32586, TORIX, Toronto Internet Exchange, CA, Toronto
15216, !, 196.46.25.185, AS37497, NAPAfrica IX Johannesburg, NAPAfrica IX Johannesburg, ZA, Johannesburg
15217, !, 194.68.128.22, AS31027, Netnod, Netnod Internet Exchange i Sverige AB, SE, Stockholm
15218, !, 37.49.236.229, AS39931, France-IX, France-IX, FR, Paris
15219, !, 206.223.119.93, AS32160, Equinix Chicago IBX, Equinix Chicago IBX, US, Chicago
15220, !, 217.29.66.164, AS48500, MIX, Milan Internet eXchange, IT, Milan
15221, !, 45.127.172.212, AS38880, Equinix Sydney, Equinix Sydney Exchange, AU, Sydney
15222, !, 193.108.98.178, AS29396, NDIX, Nederlands-Duitse Internet Exchange, NL, Enschede
15223, ?, 198.32.118.197, AS12322, Equinix-NY, Equinix-NY, Equinix New York, Equinix Internet Exchange New York, US, York New
15224, !, 193.203.0.12, AS8387, VIX, Vienna Internet Exchange, AT, Vienna
15225, !, 198.32.195.42, AS6939, NWAX, Northwest Access Exchange, US, Portland
15226, !, 217.29.66.153, AS15133, MIX, Milan Internet eXchange, IT, Milan
15227, !, 91.212.9.120, AS41809, EPIX, EPIX.Warszawa-KIX, PL, Warszawa
15228, !, 195.149.232.230, AS49386, TPIX, TPIX, PL, Warsaw
15229, !, 185.1.4.13, AS58321, POZIX, Poznan Internet Exchange, PL, Poznan
15230, !, 80.81.194.83, AS50384, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
15231, !, 198.32.160.33, AS8002, NYIIX, New York International Internet Exchange, US, York New
15232, !, 206.223.127.8, AS19662, PIX, Peer 1 Internet Exchange, US, York New
15233, !, 187.16.221.73, AS263555, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
15234, !, 80.81.192.111, AS6830, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
15235, !, 62.69.146.88, AS54113, , European Commercial Internet Exchange, DE, Frankfurt
15236, !, 80.81.202.252, AS47228, DE-CIX Munich, Deutscher Commercial Internet Exchange Munich, DE, Munich
15237, !, 206.223.127.25, AS803, PIX, Peer 1 Internet Exchange, US, York New
15238, !, 80.249.209.161, AS31122, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
15239, !, 206.72.210.183, AS24218, Any2, CoreSite - Any2 California, US, Valley Angeles and Silicon Los
15240, !, 195.66.226.30, AS61215, LINX, London Internet Exchange, GB//Kingdom United, London
15241, !, 187.16.199.7, AS262505, PTT Sao Jose do Rio Preto, IX.br São José do Rio Preto, BR, Jose Rio Preto SP Sao do
15242, !, 206.223.123.251, AS24115, Equinix Los Angeles, Equinix Los Angeles IBX, US, Angeles Los
15243, !, 27.111.228.127, AS17660, Equinix Singapore, Equinix Singapore Exchange, SG, Singapore
15244, !, 80.81.195.31, AS201701, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
15245, !, 193.105.116.38, AS33796, Content-IX, GlobalConnect Content-IX, DK, Copenhagen
15246, !, 80.249.212.173, AS35297, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
15247, !, 206.53.140.111, AS36817, YEGIX, YEGIX Internet Exchange Community Ltd., CA, Edmonton
15248, !, 210.173.176.225, AS18403, JPNAP Tokyo, Japan Network Access Point Tokyo, JP, Tokyo
15249, !, 203.190.230.61, AS36351, Equinix Tokyo, Equinix Tokyo, JP, Tokyo
15250, !, 206.41.108.27, AS52720, FL-IX, FL-IX - The South Florida Internet Exchange, US, Miami
15251, !, 193.203.0.21, AS8447, VIX, Vienna Internet Exchange, AT, Vienna
15252, !, 195.66.226.161, AS21320, LINX, London Internet Exchange, GB//Kingdom United, London
15253, !, 195.66.226.145, AS714, LINX, London Internet Exchange, GB//Kingdom United, London
15254, !, 210.184.127.40, AS6939, iAIX, iAdvantage Internet Exchange, HK, Hong Kong
15255, !, 218.100.6.62, AS13335, BBIX Tokyo, , JP, Tokyo//Fukuoka
15256, !, 195.69.118.140, AS21195, Netnod COMIX, Netnod Internet Exchange i Sverige AB, SE, Copenhagen Malmo
15257, !, 193.105.163.56, AS26415, SOX d.o.o. Serbia, Serbian Open eXchange, RS, Serbia Belgrade
15258, !, 206.51.41.59, AS4150, Coresite - Any 2, Coresite - Any 2 Northern California, US, San Jose
15259, !, 91.206.52.165, AS48885, SwissIX, SwissIX Internet Exchange, CH, Zurich
15260, !, 185.1.74.13, AS44194, Community-IX, non-commercial Community Exchange, DE, Berlin
15261, !, 194.68.128.58, AS12714, Netnod, Netnod Internet Exchange i Sverige AB, SE, Stockholm
15262, !, 27.111.229.7, AS19679, Equinix Singapore, Equinix Singapore Exchange, SG, Singapore
15263, !, 206.126.237.43, AS43531, Equinix Ashburn, Equinix Ashburn Exchange, US, Ashburn
15264, !, 196.46.25.200, AS37599, NAPAfrica IX Johannesburg, NAPAfrica IX Johannesburg, ZA, Johannesburg
15265, !, 195.182.219.107, AS44444, PLIX, Polish Internet Exchange, PL, Warsaw
15266, !, 185.1.68.30, AS32934, , DE-CIX Madrid, ES, Madrid
15267, !, 91.206.52.186, AS29222, SwissIX, SwissIX Internet Exchange, CH, Zurich
15268, !, 123.255.90.71, AS2635, HKIX, Hong Kong Internet Exchange, HK, Hong Kong
15269, ?, 200.219.140.122, AS262388, PRIX, Ponto de Troca de Tráfego do Paraná, PTT Curitiba, IX.br Curitiba, BR, PR Curitiba//Paraná
15270, !, 218.100.52.159, AS14413, NSW-IX, , AU, Sydney NSW
15271, !, 194.68.123.159, AS28908, Netnod, Netnod Internet Exchange i Sverige AB, SE, Stockholm
15272, !, 193.251.216.12, AS5511, , PARIX, FR, Paris
15273, !, 80.249.211.45, AS30844, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
15274, !, 195.66.224.78, AS5552, LINX, London Internet Exchange, GB//Kingdom United, London
15275, !, 187.16.221.88, AS262457, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
15276, !, 185.1.25.8, AS197451, BR-IX, Brno University of Technology, CZ, Brno
15277, !, 103.26.68.137, AS46489, MegaIX Sydney, Megaport MegaIX Sydney, AU, Sydney
15278, !, 193.108.98.189, AS12414, NDIX, Nederlands-Duitse Internet Exchange, NL, Enschede
15279, !, 194.226.102.90, AS13238, MSK-IX Saint-Petersburg, MSK-IX Saint-Petersburg, RU, Saint Petersburg
15280, !, 80.81.193.178, AS43996, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
15281, !, 80.249.209.35, AS31383, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
15282, !, 80.249.210.99, AS50763, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
15283, !, 80.81.192.205, AS20771, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
15284, !, 195.66.226.81, AS20940, LINX, London Internet Exchange, GB//Kingdom United, London
15285, !, 206.53.175.3, AS394594, IX-Denver, Interconnection eXchange Denver, US, Denver
15286, !, 206.130.10.146, AS47872, DE-CIX New York, DE-CIX the New York / New Jersey Internet Exchange, US, Jersey York New
15287, !, 195.149.232.21, AS12990, TPIX, TPIX, PL, Warsaw
15288, !, 195.140.192.10, AS29432, TREX, Tampere Region Exchange, FI, Tampere
15289, !, 188.93.170.18, AS8632, LU-CIX, Luxembourg Commercial Internet Exchange, LU, Luxembourg
15290, !, 195.245.240.136, AS6667, Netnod, Netnod Internet Exchange i Sverige AB, SE, Stockholm
15291, !, 80.249.209.101, AS50295, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
15292, !, 195.191.170.208, AS199319, EPIX.Katowice, Stowarzyszenie na Rzecz Rozwoju Spoleczenstwa Informacyjnego e-Poludnie, PL, Katowice Silesia
15293, !, 200.219.143.254, AS26162, PTT Porto Alegre, , BR, Alegre Porto
15294, ?, 198.32.118.157, AS8001, Equinix-NY, Equinix-NY, Equinix New York, Equinix Internet Exchange New York, US, York New
15295, !, 194.53.172.81, AS5432, BNIX, Belgian National Internet Exchange, BE, Brussels
15296, !, 195.191.170.211, AS41026, EPIX.Katowice, Stowarzyszenie na Rzecz Rozwoju Spoleczenstwa Informacyjnego e-Poludnie, PL, Katowice Silesia
15297, !, 123.255.91.44, AS17924, HKIX, Hong Kong Internet Exchange, HK, Hong Kong
15298, !, 196.46.25.77, AS327826, NAPAfrica IX Johannesburg, NAPAfrica IX Johannesburg, ZA, Johannesburg
15299, !, 218.100.44.108, AS45945, MyIX, Malaysia Internet Exchange, MY, Lumpur Kuala
15300, !, 193.25.180.96, AS6939, DTEL-IX, Digital Telecom Internet Exchange, UA, Kiev
15301, !, 194.226.102.78, AS35000, MSK-IX Saint-Petersburg, MSK-IX Saint-Petersburg, RU, Saint Petersburg
15302, !, 195.66.246.23, AS42689, IXScotland, IXScotland powered by LINX, Kingdom United, Edinburgh
15303, !, 194.68.129.129, AS25286, SFINX, Service for French Internet Exchange, FR, Paris
15304, ?, 198.32.118.213, AS11260, Equinix-NY, Equinix-NY, Equinix New York, Equinix Internet Exchange New York, US, York New
15305, !, 206.223.120.24, AS4927, AZIX, Arizona Internet Exchange, US, Phoenix
15306, !, 195.42.144.4, AS8723, Equinix Paris, Equinix Internet Exchange Paris, FR, Paris
15307, !, 206.53.169.18, AS54825, MegaIX Bay Area, Megaport MegaIX Bay Area, US, San Jose
15308, !, 198.32.122.30, AS28590, NDB, NAP do Brasil, BR, São Paulo Barueri
15309, !, 195.66.226.178, AS57099, LINX, London Internet Exchange, GB//Kingdom United, London
15310, !, 45.127.172.209, AS7475, Equinix Sydney, Equinix Sydney Exchange, AU, Sydney
15311, !, 187.16.221.229, AS52815, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
15312, !, 196.10.140.5, AS36916, NAPAfrica, NAPAfrica Cape Town, ZA//Africa South, Cape Town
15313, !, 202.249.2.176, AS4725, DIX-IE, , JP, Tokyo
15314, !, 217.29.66.165, AS33986, MIX, Milan Internet eXchange, IT, Milan
15315, !, 91.210.16.50, AS5588, NIX.CZ, NIX.CZ - Neutral Internet eXchange for the Czech Republic, CZ//Republic Czech, Prague
15316, !, 210.171.224.122, AS4761, JPIX, Japan Internet Exchange, JP, Tokyo
15317, !, 27.111.228.197, AS59318, Equinix Singapore, Equinix Singapore Exchange, SG, Singapore
15318, !, 80.249.209.100, AS15169, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
15319, !, 5.57.80.72, AS20940, LoNAP, London Network Access Point, GB//Kingdom United, London
15320, ?, 198.32.212.67, AS8674, WAIX, Western Australian Internet Association, IX Australia WA, West Australian Internet Exchange, AU, Perth
15321, !, 195.66.236.182, AS1273, LINX, London Internet Exchange, GB//Kingdom United, London
15322, !, 80.249.213.12, AS51018, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
15323, !, 206.81.80.217, AS577, SIX, Seattle Internet Exchange, US, Seattle
15324, !, 185.1.4.12, AS20960, POZIX, Poznan Internet Exchange, PL, Poznan
15325, !, 27.111.229.14, AS132167, Equinix Singapore, Equinix Singapore Exchange, SG, Singapore
15326, ?, 200.219.140.56, AS262318, PRIX, Ponto de Troca de Tráfego do Paraná, PTT Curitiba, IX.br Curitiba, BR, PR Curitiba//Paraná
15327, !, 195.66.238.215, AS41000, LINX, London Internet Exchange, GB//Kingdom United, London
15328, !, 194.68.123.200, AS8732, Netnod, Netnod Internet Exchange i Sverige AB, SE, Stockholm
15329, !, 202.7.0.49, AS2687, WIX, Wellington Internet Exchange, NZ//Zealand New, Wellington
15330, !, 200.219.146.21, AS262727, PTT Fortaleza, IX.br Fortaleza, BR, Fortaleza CE
15331, !, 188.93.170.7, AS12684, LU-CIX, Luxembourg Commercial Internet Exchange, LU, Luxembourg
15332, !, 123.255.90.76, AS64096, HKIX, Hong Kong Internet Exchange, HK, Hong Kong
15333, !, 80.249.212.249, AS22023, AMS-IX, Amsterdam Internet Exchange, NL, Amsterdam
15334, !, 192.65.185.246, AS43531, CIXP, CERN Internet Exchange Point, CH, Geneva
15335, !, 192.65.185.40, AS12654, CIXP, CERN Internet Exchange Point, CH, Geneva
15336, !, 194.68.128.90, AS25178, Netnod, Netnod Internet Exchange i Sverige AB, SE, Stockholm
15337, !, 206.108.35.15, AS394362, TORIX, Toronto Internet Exchange, CA, Toronto
15338, !, 218.100.24.20, AS24183, CHIX, Christchurch Internet Exchange, NZ//Zealand New, Christchurch
15339, !, 195.69.117.140, AS21195, Netnod COMIX, Netnod COMIX, SE//DK, Copenhagen Malmo
15340, !, 206.197.187.37, AS40966, SFMIX, San Francisco Metropolitan Internet Exchange, US, San Francisco
15341, !, 192.108.148.65, AS25248, , Slovak Internet Exchange Bratislava, SK, Bratislava
15342, !, 194.68.128.187, AS6939, Netnod, Netnod Internet Exchange i Sverige AB, SE, Stockholm
15343, !, 206.126.236.111, AS42, Equinix Ashburn, Equinix Ashburn Exchange, US, Ashburn
15344, !, 210.173.176.159, AS9299, JPNAP Tokyo, Japan Network Access Point Tokyo, JP, Tokyo
15345, !, 195.66.226.116, AS29791, LINX, London Internet Exchange, GB//Kingdom United, London
15346, ?, 187.16.218.21, AS52888, PTT Sao Paulo, IX.br São Paulo, PTTMetro São Paulo, Ponto de Troca de Tráfego Metro São Paulo, BR, São Paulo
15347, !, 80.81.202.31, AS15456, DE-CIX Munich, Deutscher Commercial Internet Exchange Munich, DE, Munich
15348, !, 206.223.119.46, AS5650, Equinix Chicago IBX, Equinix Chicago IBX, US, Chicago
15349, !, 206.223.123.23, AS2497, Equinix Los Angeles, Equinix Los Angeles IBX, US, Angeles Los
15350, !, 187.16.220.25, AS263297, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
15351, !, 198.32.160.19, AS22561, NYIIX, New York International Internet Exchange, US, York New
15352, ?, 187.16.219.102, AS262623, PTT Sao Paulo, IX.br São Paulo, PTTMetro São Paulo, Ponto de Troca de Tráfego Metro São Paulo, BR, São Paulo
15353, !, 80.81.195.161, AS8764, DE-CIX, Deutscher Commercial Internet Exchange, DE, Frankfurt
15354, !, 198.32.125.99, AS714, NOTA, NAP of the Americas, US, Miami
15355, !, 194.54.93.8, AS47138, OCIX Frankfurt, OpenCarrier e.G. Member IX Frankfort, DE, Frankfurt
15356, !, 62.69.146.58, AS12638, , European Commercial Internet Exchange, DE, Frankfurt
15357, ?, 187.16.219.178, AS262539, PTT Sao Paulo, IX.br São Paulo, PTTMetro São Paulo, Ponto de Troca de Tráfego Metro São Paulo, BR, São Paulo
15358, !, 210.173.176.15, AS24277, JPNAP Tokyo, Japan Network Access Point Tokyo, JP, Tokyo
15359, !, 218.100.59.60, AS58980, ACT-IX, ACT Internet Exchange, AU, Canberra
15360, ?, 198.32.118.212, AS53494, Equinix-NY, Equinix-NY, Equinix New York, Equinix Internet Exchange New York, US, York New
15361, !, 206.72.210.121, AS4589, Any2, CoreSite - Any2 California, US, Valley Angeles and Silicon Los
15362, !, 206.223.119.65, AS5645, Equinix Chicago IBX, Equinix Chicago IBX, US, Chicago
15363, ?, 198.32.181.50, AS6327, Equinix Atlanta, Equinix-Atlanta, Equinix Toronto, Equinix Internet Exchange Toronto, CA//US, Toronto//Atlanta
15364, !, 187.16.194.8, AS262474, PTT Vitoria, IX.br Vitória, BR, ES Vitoria
15365, !, 195.66.237.121, AS32934, LINX, London Internet Exchange, GB//Kingdom United, London
15366, !, 206.41.108.44, AS12989, FL-IX, FL-IX - The South Florida Internet Exchange, US, Miami
15367, !, 195.191.171.142, AS51944, EPIX.Katowice, Stowarzyszenie na Rzecz Rozwoju Spoleczenstwa Informacyjnego e-Poludnie, PL, Katowice Silesia
15368, !, 103.16.102.82, AS134078, SGIX, Singapore Internet Exchange, SG, Singapore
15369, !, 91.213.211.214, AS8075, Peering.cz, Peering.cz eXchange, CZ//Republic Czech, Bratislava Prague
15370, ?, 218.100.78.74, AS133612, Victoria Internet Exchange, VIC-IX, QLD-IX, Queensland Internet Exchange, AU, Victoria Melbourne//Brisbane
15371, !, 187.16.221.113, AS262346, PTT Sao Paulo, IX.br São Paulo, BR, SP Sao Paulo
